x,y,z
-688,143,-652
-686,149,-652
-686,149,-654
-685,149,-654
-685,136,-655
-685,136,-655
-683,125,-655
-683,125,-656
-676,114,-656
-676,114,-659
-673,114,-659
-673,101,-659
-673,101,-659
-670,98,-659
-670,98,-661
-671,98,-661
-671,95,-661
-673,95,-661
-673,98,-659
-673,98,-659
-691,109,-659
-691,109,-652
-688,109,-652
-688,122,-648
-683,131,-654
-683,131,-654
-683,136,-654
-680,136,-656
-680,141,-660
-680,141,-660
-678,140,-655
-680,133,-655
-680,133,-653
-677,133,-653
-677,132,-656
-672,134,-656
-666,118,-659
-666,118,-659
-669,113,-661
-673,114,-661
-678,114,-661
-678,121,-659
-678,121,-659
-676,127,-656
-676,127,-656
-678,137,-656
-678,137,-655
-674,136,-660
-674,136,-660
-673,139,-660
-673,139,-661
-669,140,-663
-669,140,-663
-673,142,-663
-673,142,-663
-672,133,-664
-664,133,-664
-664,126,-664
-664,126,-664
-656,114,-667
-663,114,-667
-663,114,-662
-670,114,-662
-670,123,-663
-651,171,-701
-651,171,-701
-638,207,-701
-635,207,-709
-635,286,-640
-635,286,-640
-895,553,-563
-823,734,-563
-823,734,-670
-817,734,-670
-817,767,-762
-817,767,-762
-880,724,-774
-880,724,-774
-836,944,-774
-811,944,-743
-811,996,-793
-811,996,-793
-780,1021,-804
-754,1021,-804
-754,946,-842
-755,946,-842
-755,810,-839
-785,693,-839
-785,693,-731
-901,693,-731
-901,755,-617
-836,722,-598
-836,722,-598
-758,642,-598
-758,642,-591
-752,613,-524
-752,613,-524
-693,453,-404
-693,453,-404
-694,500,-319
-659,500,-319
-659,514,-269
-659,514,-269
-527,448,-190
-527,448,-190
-492,359,-190
-492,359,-152
-422,442,-141
-422,442,-141
-307,267,-173
-307,267,-173
-225,196,-77
-270,196,-77
-270,103,5
-270,103,5
-264,1,-260
-317,382,-260
-317,382,-272
-380,382,-272
-380,759,-240
-517,715,-240
-517,715,-420
-2315,35,1684
-2315,2717,-988
-524,2717,-988
-524,828,-345
-603,1368,-345
-603,1368,-1520
-371,1368,-1520
-371,892,-809
-1499,892,-809
-1499,871,-64
-1499,871,-64
-1050,503,-64
-275,503,-58
-275,603,526
-275,603,526
-510,119,605
-111,-453,605
-111,-453,367
853,-453,367
853,-763,-407
1511,-310,24
1511,-310,24
204,544,24
204,544,722
-1498,1380,125
-1498,1380,125
-278,1801,-697
-278,1801,-697
-578,2020,-166
-540,2020,-166
-540,1227,-117
-540,1227,-117
-304,563,-505
93,563,-505
93,751,-863
-185,751,-863
-185,1314,-699
-868,1378,-699
-868,1378,-504
-828,1378,-504
-828,1031,-496
-828,1031,-496
-233,700,-211
-233,700,-211
-394,719,62
-376,719,62
-376,595,-115
-376,595,-115
-367,683,-91
-441,900,-91
-441,900,119
-524,900,119
-524,993,-107
-307,807,-387
-307,807,-387
-330,866,-387
-373,866,-250
-373,893,-185
-373,893,-185
-308,846,-183
-385,890,-183
-385,890,-242
-369,890,-242
-369,847,-303
-385,897,-303
-385,897,-244
-256,881,-244
-256,881,-213
-469,875,-93
-469,875,-93
-538,723,-93
-661,723,-70
-661,975,-190
-657,975,-190
-657,970,-340
-641,599,-340
-641,599,-124
-596,599,-124
-596,374,-118
-158,899,-405
-158,899,-405
-361,603,-405
-361,603,198
-810,333,-108
-810,333,-108
-478,193,-126
-478,193,-126
-403,375,-249
-463,375,-249
-463,271,-143
-463,271,-143
-461,267,-190
-464,170,-190
-464,170,-253
-544,170,-253
-544,25,-306
-566,221,-461
-566,221,-461
-511,313,-461
-511,313,-487
-599,313,-487
-599,248,-472
-599,248,-472
-811,251,-453
-964,372,-453
-964,372,-569
-1066,372,-569
-1066,439,-616
-1148,506,-616
-1148,506,-655
-966,506,-655
-966,610,-760
-969,476,-741
-969,476,-741
-1021,201,-741
-1098,201,-830
-1098,253,-844
-1098,253,-844
-1164,205,-881
-1196,-142,-881
-1196,-142,-1711
-2121,-142,-1711
-2121,2707,-1304
-2694,3348,1760
-2694,3348,1760
-1729,324,1760
-1729,324,-618
-999,143,-1250
-999,143,-1250
-655,-167,-1093
-655,-167,-1093
-388,52,-1093
-388,52,-992
-274,52,-992
-274,332,-894
-423,-112,-797
-423,-112,-797
-504,-150,-713
-504,-150,-713
-711,-134,-725
-850,-112,-725
-850,-112,-683
-843,-112,-683
-843,-38,-672
-756,-16,-672
-756,-16,-711
-646,12,-711
-619,12,-730
-619,0,-706
-619,0,-706
-577,135,-706
-577,135,-683
-595,135,-683
-595,196,-682
-519,196,-682
-519,116,-687
-504,118,-687
-504,118,-666
-629,118,-666
-629,205,-663
-636,262,-653
-636,262,-653
-651,253,-653
-741,253,-655
-741,206,-637
-741,206,-637
-757,200,-618
-720,157,-618
-720,157,-633
-697,157,-633
-697,144,-689
-601,142,-719
-601,142,-719
-556,392,-719
-556,392,-727
-604,-258,-795
-604,-258,-795
-487,322,-680
-487,322,-680
-661,133,-709
-661,133,-709
-642,151,-709
-642,151,-725
-637,117,-723
-637,117,-723
-604,92,-723
-604,92,-727
-597,140,-724
-596,140,-724
-596,129,-721
-596,129,-721
-603,109,-713
-609,109,-713
-609,140,-706
-616,140,-706
-616,129,-704
-616,136,-704
-616,136,-701
-618,136,-701
-618,146,-703
-627,135,-711
-627,135,-711
-611,140,-711
-607,140,-723
-607,115,-728
-607,115,-728
-604,123,-731
-604,123,-731
-604,123,-732
-610,123,-732
-610,121,-720
-610,121,-720
-603,125,-730
-603,125,-730
-603,127,-730
-610,127,-734
-610,133,-737
-610,133,-737
-605,129,-729
-609,129,-729
-609,140,-728
-604,140,-728
-604,135,-722
-605,122,-722
-605,122,-713
-610,122,-713
-610,123,-713
-623,135,-720
-613,135,-720
-613,149,-718
-613,149,-718
-615,136,-723
-606,136,-723
-608,146,-720
-613,137,-720
-613,137,-721
-612,142,-718
-612,142,-718
-608,139,-720
-608,139,-720
-606,143,-717
-617,143,-717
-617,142,-711
-617,142,-711
-631,144,-709
-619,146,-709
-619,146,-717
-595,146,-717
-595,136,-726
-586,143,-732
-586,143,-732
-603,144,-725
-613,130,-717
-612,119,-723
-612,119,-723
-612,137,-723
-612,137,-718
-616,137,-718
-616,144,-726
-616,144,-726
-596,148,-733
-597,151,-733
