x,y,z
-901,315,113
-901,313,110
-901,313,110
-900,317,108
-900,317,108
-897,314,108
-897,314,110
-895,314,110
-895,315,109
-895,315,109
-898,312,112
-898,312,112
-900,314,112
-900,314,111
-900,314,111
-900,313,110
-900,313,110
-899,313,110
-897,313,109
-897,310,110
-897,310,110
-897,312,108
-895,313,108
-895,313,108
-893,313,108
-893,313,106
-894,315,106
-894,315,107
-897,315,107
-897,319,111
-897,322,111
-897,322,111
-894,321,111
-894,321,113
-896,322,115
-896,322,115
-896,321,115
-896,321,111
-892,321,111
-892,321,111
-892,321,111
-889,319,107
-891,317,107
-900,322,115
-900,322,115
-900,323,115
-898,318,117
-898,318,117
-893,318,117
-893,318,117
-894,316,116
-894,316,116
-897,317,115
-899,319,110
-897,319,110
-897,319,110
-897,326,114
-897,326,114
-901,330,114
-901,330,120
-900,330,119
-900,330,119
-898,321,114
-898,321,114
-892,324,115
-889,324,115
-889,332,114
-889,332,114
-890,343,124
-890,343,124
-890,347,124
-890,347,124
-892,345,127
-895,350,127
-895,350,131
-899,350,131
-899,345,140
-909,370,140
-909,370,147
-904,652,147
-904,652,103
-861,1117,115
-861,1117,115
-782,973,162
-782,765,195
-782,769,250
-782,769,243
-793,769,243
-793,779,197
-809,827,197
-809,827,160
-776,827,160
-776,899,142
-775,966,99
-775,966,99
-739,909,99
-701,909,25
-701,785,36
-701,785,36
-628,747,36
-576,747,44
-576,691,27
-576,691,27
-550,716,29
-541,753,29
-541,753,51
-522,753,51
-522,664,-23
-478,542,-54
-478,542,-54
-429,356,-54
-864,-2084,703
-864,1276,48
-864,1276,48
-342,1578,-14
-575,2122,-14
-575,2122,299
-641,2122,299
-641,2315,-541
-452,1597,-541
-452,1597,-428
-322,1414,-428
-322,1414,-652
-290,887,-297
-290,887,-297
-130,-695,-297
-130,-695,295
186,-1105,298
186,-1105,298
89,-360,-48
89,-360,-48
-91,394,60
-259,394,60
-259,115,176
-259,115,176
-541,99,36
-930,99,36
-930,1535,99
-930,1535,99
-997,1445,454
-997,1445,454
-706,1021,454
-706,1021,190
-211,795,234
-211,795,234
-144,1233,234
-144,1233,504
-169,1255,895
-169,1255,895
-316,1285,374
-316,1285,374
-316,1250,125
-213,1250,125
-213,1074,79
-213,1074,79
-197,635,133
-192,635,133
-192,706,-69
-192,706,-69
-340,791,-31
-342,836,-31
-342,836,120
-311,836,120
-311,850,230
-289,952,230
-289,952,210
-310,866,210
-310,866,243
-307,853,246
-307,853,246
-301,864,246
-301,864,346
-303,864,346
-303,851,333
-303,851,333
-310,828,287
-322,933,287
-322,933,198
-329,933,198
-329,981,196
-319,866,196
-319,866,186
-219,866,186
-219,809,189
-172,820,105
-172,820,105
-237,885,105
-232,885,159
-232,970,214
-232,970,214
-285,1080,214
-289,1080,262
-289,787,220
-289,787,220
-403,754,220
-370,676,220
-370,676,197
-445,676,197
-445,463,90
-503,402,90
-503,402,64
-489,402,64
-489,368,45
-464,384,44
-464,378,24
-464,378,24
-498,289,2
-529,464,2
-529,464,-59
-639,464,-59
-639,644,-78
-728,773,-78
-728,773,57
-866,773,57
-866,935,168
-1056,812,-13
-1056,812,-13
-1101,702,54
-1101,702,54
-1160,693,139
-1109,693,139
-1109,621,183
-1109,621,183
-1080,543,194
-967,543,194
-967,520,245
-967,520,245
-943,563,304
-943,563,304
-964,585,304
-964,585,308
-936,598,235
-936,598,235
-908,583,235
-908,583,197
-877,547,205
-877,547,205
-868,484,223
-868,484,223
-887,444,217
-908,444,217
-908,467,171
-903,467,171
-903,478,150
-894,478,150
-902,399,65
-917,370,58
-917,370,58
-905,382,58
-905,382,72
-921,382,72
-921,348,65
-921,348,65
-896,332,74
-859,332,74
-859,317,78
-859,317,78
-853,299,75
-855,266,106
-842,264,133
-842,264,133
-821,267,161
-821,267,172
-821,267,172
-830,287,172
-889,346,175
-889,346,169
-908,346,169
-908,358,167
-913,375,167
-913,375,164
-897,391,164
-897,391,152
-882,391,152
-861,385,125
-938,334,84
-938,334,89
-922,334,89
-922,370,118
-863,393,118
-863,393,136
-806,375,136
-806,375,133
-819,352,114
-819,352,114
-869,359,114
-869,359,122
-918,376,142
-918,376,142
-923,384,146
-923,384,146
-922,375,132
-928,375,132
-928,376,131
-928,376,131
-946,381,131
-956,381,131
-956,379,125
-956,379,125
-944,363,122
-944,363,122
-932,345,122
-932,345,126
-905,329,130
-905,329,130
-887,323,130
-887,323,122
-876,313,108
-876,313,108
-870,296,101
-870,296,101
-870,290,92
-868,297,79
-877,299,79
-877,299,84
-882,303,91
-886,301,91
-886,301,104
-890,301,104
-890,298,114
-890,290,111
-890,290,111
-891,271,111
-891,271,114
-887,270,118
-878,278,118
-878,278,128
-877,281,120
-884,292,120
-884,292,119
-901,292,119
-901,312,125
-904,323,133
-904,323,133
-906,331,133
-907,331,142
-907,331,154
-907,331,154
-913,335,154
-914,335,157
-914,338,155
-914,338,155
-916,341,155
-909,338,155
-909,338,154
-908,338,154
-906,339,148
-905,342,137
-885,334,134
-885,334,130
-885,334,130
-888,331,131
-895,332,131
-895,332,125
-895,332,125
-895,327,124
-895,319,124
