x,y,z
-1198,736,225
-1169,694,121
-1169,694,121
-1110,749,121
-1110,749,40
-1017,749,40
-1017,900,-11
-1017,900,-11
-937,796,-12
-937,796,-12
-819,796,-12
-819,828,189
-686,828,189
-686,870,303
-686,870,303
-552,650,303
-552,650,212
-549,650,212
-549,463,12
-549,463,12
-435,251,-29
-435,251,-29
-326,262,-29
-346,262,16
-346,301,80
-346,301,80
-273,298,80
-356,298,50
-356,353,-25
-356,353,-25
-354,426,-86
-433,505,-86
-433,505,-131
-462,505,-131
-462,610,-136
-514,674,-136
-514,674,-60
-840,674,-60
-840,-904,2207
-1870,1938,-121
-1870,1938,-121
-317,886,-121
-317,886,-156
-763,886,-156
-763,2171,472
-763,2171,472
-471,35,472
-1220,35,689
-1220,2229,1797
-1509,2229,1797
-1509,2237,1665
-1073,2303,1665
-1073,2303,898
-482,2303,898
-482,1837,421
234,1161,823
234,1161,823
-40,-330,823
-40,-330,-480
227,-1673,-810
227,-1673,-810
53,-2181,-810
53,-2181,-1041
-3,-2189,-1400
-3,-2189,-1400
75,-1212,-1507
75,-1212,-1507
-373,625,-182
-63,625,-182
-63,3105,2509
-63,3105,2509
-1425,2940,3638
-1223,2940,3638
-1223,1675,1757
-1223,1675,1757
-1021,1784,214
-1021,1784,214
-231,404,214
-231,404,-33
-788,346,241
-788,346,241
-301,458,241
-301,458,397
-322,675,435
-322,675,435
-320,601,482
-320,601,482
-226,480,464
-251,480,464
-251,550,464
-251,550,464
-200,728,428
-15,792,428
-15,792,482
-402,792,482
-402,768,614
-386,714,614
-386,714,622
-514,714,622
-514,800,615
-619,718,585
-619,718,585
-481,717,585
-608,717,552
-608,695,679
-608,695,679
-507,567,679
-507,567,538
-1031,567,538
-1031,465,656
-1031,465,656
-553,431,667
-580,398,667
-580,398,635
-533,398,635
-533,483,611
-583,593,611
-583,593,583
-632,593,583
-632,412,564
-595,432,597
-595,432,597
-600,399,597
-619,399,583
-619,355,555
-619,355,555
-626,426,504
-624,399,504
-624,399,496
-660,399,496
-660,354,515
-641,304,515
-641,304,527
-617,304,527
-617,319,500
-630,342,506
-630,342,506
-654,347,506
-654,347,534
-644,347,534
-644,353,603
-644,353,603
-640,386,603
-629,386,661
-629,400,710
-629,400,710
-644,395,673
-631,500,673
-631,500,676
-662,500,676
-662,573,702
-653,521,702
-653,521,762
-664,489,762
-664,489,753
-680,516,741
-680,516,741
-704,502,741
-704,502,740
-691,409,770
-691,409,770
-683,397,727
-683,397,727
-657,384,688
-650,384,688
-650,344,674
-650,344,674
-650,301,674
-650,301,661
-650,301,661
-650,261,638
-633,250,631
-633,250,631
-630,263,631
-630,263,641
-644,255,661
-644,255,661
-648,246,661
-648,246,691
-655,258,702
