x,y,z
-704,-375,-514
-711,-375,-514
-711,-369,-524
-711,-369,-524
-707,-364,-527
-707,-364,-527
-707,-364,-527
-707,-380,-520
-726,-380,-520
-726,-364,-512
-726,-364,-512
-730,-350,-512
-730,-350,-510
-722,-350,-510
-722,-342,-506
-722,-342,-506
-723,-346,-498
-723,-346,-498
-739,-355,-498
-739,-355,-503
-731,-355,-503
-731,-357,-515
-731,-357,-515
-723,-374,-515
-730,-374,-515
-730,-360,-521
-730,-360,-521
-717,-372,-517
-719,-379,-517
-719,-379,-508
-716,-379,-508
-716,-379,-494
-735,-382,-494
-735,-382,-494
-718,-382,-494
-718,-385,-506
-707,-396,-493
-707,-396,-493
-720,-384,-493
-730,-384,-495
-730,-365,-503
-730,-365,-503
-719,-375,-503
-719,-375,-512
-716,-375,-512
-716,-387,-500
-716,-387,-500
-726,-379,-497
-731,-363,-497
-731,-363,-512
-703,-363,-512
-703,-375,-521
-690,-310,-521
-690,-310,-546
-803,-147,-546
-946,-147,-444
-969,-77,-305
-969,108,-516
-969,108,-516
-1207,322,-652
-1207,322,-793
-1154,322,-793
-1154,226,-923
-1077,208,-923
-1077,208,-1161
-988,208,-1161
-988,101,-1242
-1026,22,-1165
-1026,22,-1165
-1087,-102,-1165
-1087,-102,-1019
-1150,-102,-1019
-1150,-170,-808
-1150,-170,-808
-1074,-205,-808
-941,-205,-673
-941,-157,-721
-941,-157,-721
-871,-201,-724
-835,-166,-724
-739,-305,-240
-739,-305,-240
-497,-351,-240
-260,-336,-452
-260,-336,-452
-436,-267,-452
-436,-267,-756
-367,-343,-1448
-367,-343,-1448
1266,2721,-1007
1266,2721,-1007
-3125,-2724,2880
-1266,-2724,2880
-1266,3266,-1280
-1266,3266,-1280
-90,-2562,-1280
-90,-2562,-1154
-2129,-2562,-1154
-2129,1591,-3230
-434,473,-2636
-434,473,-2636
611,1381,-2636
611,1381,1660
420,19,3267
420,19,3267
-705,-1049,3267
-705,-1049,2798
-158,-747,916
-158,-747,916
950,-1270,-2547
950,-1270,-2547
2374,-701,-2636
260,-701,-2636
260,790,103
260,790,103
-3425,1787,543
-1070,1787,543
-1070,851,-1315
-517,851,-1315
-517,833,-2059
-610,730,-2059
-610,730,-1175
-555,730,-1175
-555,629,-754
107,53,-1223
107,53,-1223
-20,182,-1223
-20,182,-1174
52,182,-1174
52,200,-903
52,200,-903
-316,415,-747
-170,415,-747
-170,216,-635
-170,216,-635
-303,293,-609
-335,386,-609
-335,386,-610
-392,386,-610
-392,408,-583
-161,393,-583
-161,393,-613
-1,393,-613
-1,84,-707
-220,347,-656
-220,347,-656
-286,-84,-656
-1257,-84,-303
-1257,143,1123
-1257,143,1123
-956,80,1123
-147,80,-709
-147,-6,-318
-147,-6,-318
-543,-345,-122
-687,-248,-122
-687,-248,13
-946,-248,13
-946,-405,-69
-946,-405,-69
-1051,-389,-69
-1051,-389,-304
-1106,-389,-304
-1106,-612,-658
-1028,-666,-889
-1028,-666,-889
-943,-642,-889
-822,-642,-1006
-822,-638,-1030
-822,-638,-1030
-986,-513,-1003
-1276,-513,-1003
-1276,-399,-932
-1425,-399,-932
-1425,-308,-879
-1503,-269,-879
-1503,-269,-863
-1610,-269,-863
-1610,-387,-506
-1633,-445,-443
-1633,-445,-443
-1529,-346,-443
-1529,-346,-474
-1406,-136,-612
-1406,-136,-612
-1288,11,-612
-1288,11,-774
-1135,11,-774
-1135,-28,-725
-1135,-28,-725
-1029,-274,-510
-962,-375,-510
-962,-375,-413
-871,-375,-413
-871,-446,-432
-860,-256,-432
-860,-256,-522
-841,-256,-522
-841,-323,-432
-850,-329,-436
-850,-329,-436
-846,-379,-436
-846,-379,-434
-784,-404,-494
-784,-404,-494
-673,-388,-494
-673,-388,-593
-640,-418,-599
-640,-418,-599
-633,-431,-563
-633,-431,-563
-648,-467,-524
-675,-467,-524
-675,-469,-471
-675,-469,-471
-716,-462,-446
-737,-462,-446
-737,-445,-439
-737,-445,-439
-707,-459,-462
-707,-459,-462
-658,-477,-462
-658,-477,-498
-673,-489,-513
-673,-489,-513
-702,-539,-510
-702,-539,-510
-737,-522,-524
-737,-522,-524
-713,-465,-570
-713,-465,-570
-662,-477,-571
-609,-477,-571
-609,-493,-524
-609,-493,-524
-646,-544,-474
-685,-522,-474
-685,-522,-460
