x,y,z
-719,282,-517
-719,282,-533
-719,282,-533
-710,251,-549
-710,251,-549
-707,240,-549
-707,240,-553
-735,240,-553
-735,233,-535
-735,233,-535
-767,253,-535
-767,253,-500
-804,262,-500
-804,262,-493
-824,262,-493
-824,270,-497
-824,270,-497
-825,268,-497
-825,268,-505
-835,268,-505
-835,254,-526
-838,254,-526
-838,269,-505
-825,265,-505
-825,265,-502
-804,265,-502
-804,302,-518
-787,327,-535
-787,327,-535
-778,340,-535
-778,340,-530
-756,324,-543
-756,324,-543
-727,294,-538
-727,294,-538
-731,281,-507
-742,281,-507
-742,243,-534
-742,243,-534
-713,222,-536
-704,230,-536
-704,230,-474
-753,230,-474
-753,254,-429
-753,254,-429
-751,268,-429
-751,268,-432
-749,268,-422
-783,268,-422
-783,262,-423
-783,262,-423
-805,282,-443
-787,282,-443
-787,359,-432
-783,359,-432
-783,454,-444
-808,509,-444
-808,509,-467
-798,509,-467
-798,573,-475
-819,626,-470
-819,626,-470
-837,721,-470
-817,721,-466
-817,811,-520
-817,811,-520
-769,823,-613
-843,869,-613
-843,869,-526
-901,869,-526
-901,911,-517
-864,931,-603
-864,931,-603
-819,982,-603
-819,982,-634
-968,982,-634
-939,641,-602
-939,641,-386
-874,641,-386
-914,387,-322
-914,387,-211
-782,342,-211
-782,342,-270
-718,271,-189
-718,271,-189
-696,290,-189
-696,290,-27
-662,518,-91
-624,518,-91
-624,490,-82
-624,490,-82
-525,420,-104
-422,420,-104
-422,482,-85
-1431,482,-85
-1431,-1751,3526
-1211,189,3526
-1211,189,-262
-351,189,-262
-351,741,-1051
-351,741,-1051
-115,697,249
-115,697,249
-723,1729,-2190
196,1729,-2190
196,2471,-783
196,2471,-783
-1830,1986,-231
-775,1567,-231
-775,1567,-155
-387,1567,-155
-387,1351,-216
46,889,-99
46,889,-99
318,152,-99
654,152,125
654,-638,566
654,-638,566
650,-1292,508
650,-1292,517
600,-1292,517
600,-678,168
119,764,168
119,764,-90
-665,764,-90
-665,2303,-686
-1574,2987,-912
-1574,2987,-912
-1778,3256,-912
-1778,3256,-1153
-1115,3256,-1153
-1115,2427,-1060
-1115,2427,-1060
-602,1722,-765
-111,1120,-765
-111,1120,-242
165,1120,-242
165,439,266
520,-433,417
520,-433,417
584,-941,417
584,-941,525
560,-1054,468
560,-1054,468
561,-786,158
561,-786,158
238,321,-25
-422,321,-25
-422,1769,-357
-422,1769,-357
-1078,2837,-412
-1431,2957,-412
-1431,2957,-425
-1046,2957,-425
-1046,2515,-489
-483,1531,-489
-483,1531,-497
-231,1076,-497
-205,1076,-205
-205,684,158
-205,684,158
33,137,158
33,137,352
295,137,352
295,-547,241
423,-547,241
423,-903,157
441,-466,157
441,-466,136
89,-466,136
89,635,102
-424,1745,-181
-424,1745,-181
-861,2126,-181
-889,2126,-345
-889,2029,-299
-889,2029,-299
-625,1594,-343
-430,1223,-343
-430,1223,-361
-292,1223,-361
-292,958,-319
-255,792,-185
-255,792,-185
-284,695,-185
-284,695,16
-210,491,6
-210,491,6
40,759,-319
140,516,-319
140,516,-70
-96,516,-70
-96,716,-101
-353,863,-101
