x,y,z
-899,355,68
-900,352,68
-900,352,68
-900,342,68
-900,342,70
-901,342,70
-901,338,73
-901,338,73
-901,338,73
-901,338,70
-905,338,70
-905,336,69
-906,336,69
-906,330,69
-906,330,69
-912,329,69
-912,329,71
-914,329,71
-914,326,69
-914,326,69
-919,308,68
-919,307,71
-919,307,71
-911,321,72
-911,321,71
-908,321,71
-904,339,67
-904,339,67
-901,346,67
-897,355,67
-897,355,67
-900,362,69
-900,362,69
-898,384,69
-898,384,70
-889,384,70
-889,421,86
-908,460,106
-908,460,106
-935,544,106
-935,544,146
-911,653,71
-911,653,71
-838,717,71
-838,717,74
-836,751,54
-831,751,54
-831,775,12
-831,775,12
-824,840,-67
-807,840,-67
-807,876,-129
-807,876,-129
-816,844,-130
-797,775,-130
-797,775,-60
-775,775,-60
-775,773,-39
-742,784,-99
-742,784,-99
-694,883,-99
-664,883,-120
-664,943,-125
-664,943,-125
-622,918,-164
-622,918,-164
-526,807,-164
-526,807,-189
-427,807,-189
-427,892,-215
-368,921,-215
-368,921,-218
-313,957,-218
-228,957,-242
-228,946,-399
-228,946,-399
-158,877,-399
-85,877,-381
-85,640,-389
-63,640,-389
-63,491,-281
22,223,-281
22,223,-253
3,223,-253
3,24,-375
-87,226,-455
-87,226,-455
-253,435,-455
-253,435,487
-1984,-120,1010
-1984,-120,1010
-91,-218,-400
-91,-218,-400
552,1587,-400
552,1587,-1261
92,1587,-1261
92,2820,-1478
-105,2229,-950
-105,2229,-950
-692,1801,-950
-692,1801,21
-515,2428,-563
-515,2428,-563
-708,2208,-563
-708,2208,-710
-343,976,-921
75,976,-921
75,196,-483
75,196,-483
-252,-1241,490
-475,-1241,490
-475,-1050,139
-475,-1050,139
-665,-841,463
-767,-1104,463
-767,-1104,548
-399,-770,263
-171,-172,107
-171,-172,107
400,958,-721
400,2040,-1058
-113,2746,-618
-113,2746,-178
41,2746,-178
41,1814,196
543,1473,16
543,1473,16
497,1135,16
172,1135,-45
172,760,-114
172,760,-114
9,652,-214
9,761,-214
9,761,-225
-50,761,-225
-50,742,-193
4,636,-193
4,636,-139
0,636,-139
0,715,-76
50,867,-5
50,867,-5
59,834,-5
59,834,-17
28,868,-42
28,868,-42
33,979,-49
33,979,-49
-8,931,-102
-97,931,-102
-97,1023,-12
-97,1023,-12
-127,928,-74
-127,928,-74
-29,854,-74
-29,854,-163
-212,811,-162
-212,811,-162
-145,680,-162
-145,680,-22
-79,649,72
-249,649,72
-249,855,48
-249,855,48
-190,910,22
-240,910,22
-240,790,-2
-242,790,-2
-242,716,-1
-231,663,-1
-231,663,6
-317,663,6
-317,685,-34
-370,753,-45
-370,753,-45
-401,839,-45
-397,839,-48
-397,813,-75
-397,813,-75
-451,793,-120
-500,764,-120
-500,764,-115
-536,764,-115
-536,808,-108
-536,808,-108
-589,745,-108
-589,745,-46
-671,722,-46
-716,722,-13
-716,716,40
-716,716,40
-806,664,40
-932,664,92
-932,584,136
-1033,584,136
-1033,426,133
-1203,398,133
-1203,398,105
-1278,398,105
-1278,527,27
-1228,664,-14
-1228,664,-14
-1103,747,-14
-1103,747,14
-1020,693,99
-1020,693,99
-1021,614,129
-1021,614,129
-973,549,69
-944,549,69
-944,524,-32
-944,524,-32
-927,475,-79
-927,475,-79
-907,425,-79
-907,425,-101
-891,400,-102
-891,400,-102
-865,410,-111
-865,410,-111
-853,417,-105
-853,417,-105
-853,419,-95
-853,419,-95
-861,417,-85
-868,417,-85
-868,395,-56
-887,395,-56
-887,415,-43
-920,392,-43
-920,392,-39
-919,392,-39
-919,376,-26
-922,376,-20
-922,376,-20
-937,402,-20
-945,402,-9
-945,422,50
-945,422,50
-913,434,88
-951,278,88
-951,278,91
