x,y,z
-956,62,-54
-957,62,-54
-957,60,-51
-957,60,-51
-951,54,-55
-951,54,-55
-954,53,-55
-954,53,-54
-955,53,-54
-955,55,-53
-955,55,-53
-962,52,-53
-962,52,-47
-957,57,-47
-957,57,-54
-957,57,-54
-957,55,-55
-957,55,-55
-966,52,-55
-966,52,-52
-962,52,-52
-962,55,-56
-962,55,-56
-956,62,-59
-955,62,-59
-955,70,-48
-962,70,-48
-962,73,-47
-960,70,-47
-960,70,-51
-958,70,-51
-958,70,-59
-960,79,-61
-960,79,-61
-964,73,-61
-962,73,-62
-962,72,-59
-962,72,-59
-958,73,-59
-958,73,-56
-958,73,-56
-958,80,-59
-958,80,-59
-960,86,-69
-969,103,-69
-969,103,-79
-978,103,-79
-978,124,-131
-1030,308,-131
-1030,308,-171
-1113,308,-171
-1113,546,-227
-1161,723,-237
-1161,723,-237
-1266,857,-237
-1201,857,-163
-1201,844,-235
-1201,844,-235
-1080,704,-235
-966,704,-193
-966,491,-184
-966,491,-184
-857,373,-230
-897,395,-230
-897,395,-283
-853,395,-283
-856,428,-376
-856,428,-453
-812,428,-453
-812,403,-491
-703,363,-555
-703,363,-555
-653,396,-555
-623,396,-584
-623,424,-562
-623,424,-562
-545,383,-656
-565,383,-656
-565,325,-524
-565,325,-524
-549,294,-573
-539,429,-573
-539,429,-592
-553,429,-592
-553,475,-589
-605,477,-589
-605,477,-474
-551,471,-474
-551,471,-427
-576,390,-402
-576,390,-402
-593,266,-402
-593,266,-206
-699,317,162
-699,317,162
-698,192,219
-698,192,219
-745,542,69
-959,542,69
-959,704,-121
-959,704,-121
-935,523,-121
-935,523,-500
-932,523,-500
-932,253,-500
-747,2734,1078
-747,2734,1078
-195,-302,1078
-195,-302,2015
-1010,776,-1023
-1010,776,-1023
-342,444,-1023
-342,444,-1138
-314,1075,-1199
-314,1075,-1199
-1649,1942,-659
-1649,1942,-659
-882,445,-1203
-1061,445,-1203
-1061,615,-1349
-1061,615,-1349
-1750,1052,-1270
-1880,1052,-1270
-1880,877,-883
-1880,877,-883
-814,-577,-232
165,-1491,-232
165,-1491,639
956,-1491,639
956,-1142,664
956,-1142,664
1279,-214,664
1279,-214,517
680,901,476
680,901,476
-349,1613,-899
-349,1613,-899
-826,1472,-1144
-2037,1472,-1144
-2037,1344,-1864
-2037,1344,-1864
-2988,986,-1799
-1256,986,-1799
-1256,286,-693
-1256,286,-693
259,-809,529
990,82,529
990,82,1261
-240,82,1261
-240,1154,-597
-1245,963,-597
