x,y,z
-923,236,13
-923,236,13
-927,232,13
-927,232,11
-917,232,11
-917,237,15
-917,237,15
-921,236,9
-921,236,9
-927,238,5
-922,246,15
-923,246,15
-923,247,14
-923,247,14
-927,248,14
-926,251,14
-926,251,16
-926,251,16
-926,250,19
-925,251,19
-925,251,18
-924,251,18
-924,251,18
-928,249,17
-928,249,17
-927,249,17
-927,249,22
-925,249,22
-925,256,23
-925,256,23
-927,256,18
-929,256,18
-929,261,21
-929,261,21
-929,265,22
-929,264,22
-929,264,25
-931,264,25
-931,270,24
-931,305,24
-931,305,43
-949,333,43
-949,333,63
-964,387,75
-964,387,75
-969,445,75
-993,445,76
-993,553,109
-993,553,109
-1033,660,178
-1029,701,178
-1029,701,187
-986,701,187
-986,731,201
-986,731,201
-922,728,201
-922,728,202
-852,728,202
-852,757,214
-796,760,158
-796,760,158
-700,788,158
-629,788,121
-629,875,105
-629,875,105
-584,859,105
-570,859,64
-570,892,-9
-570,892,-9
-484,857,-17
-475,781,-17
-475,781,-36
-401,781,-36
-401,774,-45
-362,869,-45
-362,869,-145
-308,869,-145
-308,725,-151
-296,791,-166
-296,791,-166
-278,694,-166
-278,694,-194
-303,722,-169
-303,722,-169
-363,714,-169
-363,714,-205
-360,598,-205
-360,598,-292
-360,598,-292
-380,403,-276
-464,417,-276
-464,417,-319
-474,417,-319
-474,411,-504
-491,608,-595
-491,608,-595
-1250,1825,-1138
338,2771,-1705
-1017,2576,-771
-1020,2576,-771
-1020,2206,-850
-1020,2206,-850
-776,1532,-192
-538,809,-192
-538,809,125
-139,809,125
-139,-5,-249
207,-1289,-249
207,-1289,21
290,-1289,21
290,-2337,647
290,-2337,647
55,-1928,386
55,-1928,386
179,-827,-180
1144,-827,-180
1144,264,-309
1144,264,-309
-150,2467,803
-1196,2467,803
-1196,3923,411
-1196,3923,411
-1846,3147,160
-1164,1950,160
-1164,1950,501
75,1950,501
75,5,553
445,-657,553
445,-657,206
389,-657,206
389,-244,347
-195,866,-369
-195,866,-369
-1037,1380,-369
-833,1380,45
-833,1181,116
-833,1181,116
-279,527,116
-279,527,66
-155,527,66
-155,578,5
-155,578,5
-287,807,173
-376,1003,173
-376,1003,159
-290,1003,159
-290,1033,243
-422,1035,243
-422,1035,238
-205,1035,238
-205,849,284
-435,827,167
-435,827,167
-317,863,167
-304,863,101
-304,1003,21
-304,1003,21
-339,888,21
-283,888,101
-283,878,148
-283,878,148
-245,859,200
-258,853,200
-258,853,194
-197,853,194
-197,865,191
-261,845,191
-261,845,131
-244,825,131
-244,825,86
-228,825,86
-228,875,66
-228,875,66
-260,876,66
-269,876,110
-269,849,79
-269,849,79
-278,872,109
-258,856,109
-258,856,137
-229,856,137
-229,859,120
-205,838,120
-205,838,179
-202,838,179
-202,971,153
-274,1111,125
-274,1111,125
-558,792,125
-558,792,96
-126,524,159
-126,524,159
-339,736,159
-339,736,167
-361,806,28
-361,806,28
-366,724,39
-366,724,39
-316,616,133
-383,616,133
-383,673,132
-383,673,132
-451,702,132
-451,702,148
-458,702,148
-458,628,156
-529,614,106
-529,614,106
-589,671,106
-589,671,66
-634,607,42
-634,607,42
-680,586,42
-680,586,25
-691,638,45
-691,638,45
-711,684,68
-711,684,68
-718,691,76
-688,691,76
-688,673,79
-688,673,79
-658,669,83
-663,707,112
-652,723,112
-652,723,97
-644,712,73
-643,689,56
-643,689,56
-637,714,56
-637,714,66
-631,714,66
-631,719,62
-631,719,62
-636,741,55
-627,741,55
-627,765,49
-627,765,49
-606,892,-4
-613,904,22
-613,904,22
-598,883,22
-583,883,21
-583,845,5
-583,845,5
-583,853,5
-584,853,-2
-584,862,-9
-584,862,-9
-586,863,-18
-596,861,-18
-596,861,-30
-620,861,-30
-620,867,-35
-620,867,-35
-638,865,-35
-638,865,-25
-664,865,-25
-664,858,-25
-672,818,-27
-672,818,-27
-668,746,-27
-655,746,-22
-655,695,-18
-655,695,-18
-641,664,-18
-624,664,-20
-624,657,-25
-624,657,-25
-629,652,-32
-638,640,-32
-675,660,-85
-675,660,-85
-667,653,-85
-655,661,-76
-655,661,-76
-650,678,-72
-650,678,-72
-658,685,-72
-689,663,-59
-689,663,-49
-715,651,-49
-730,627,-33
-730,627,-33
-737,605,-33
-737,605,-22
-746,593,-17
-746,593,-17
-746,588,-21
-746,588,-21
-746,582,-23
-741,582,-23
-741,593,-31
-741,593,-31
-732,592,-32
-710,592,-32
-710,587,-34
-710,587,-34
-691,586,-41
-663,618,-56
-658,595,-56
-658,595,-50
-666,569,-52
-666,569,-52
-678,576,-45
-678,576,-45
-699,621,-44
-713,621,-44
-713,671,-37
-713,671,-37
-764,745,-37
-799,745,-37
-799,782,-33
-799,782,-33
-797,763,-27
-796,730,-27
-796,730,-11
-790,730,-11
-790,693,0
-794,655,0
-794,655,22
-785,575,22
-785,575,33
-776,519,37
-776,519,37
-767,508,37
-764,508,40
-764,508,52
-764,508,52
-764,518,72
-764,518,72
-762,497,72
-762,497,85
-755,497,85
-755,467,99
-755,460,99
-755,460,119
-745,460,119
-745,456,115
-745,450,105
-745,450,105
-741,449,105
-737,449,86
-737,474,82
-737,474,82
-735,503,82
-725,503,91
-725,517,98
-711,559,98
-711,559,96
-719,559,96
-719,570,100
-719,581,100
-719,581,93
-716,581,93
-716,577,94
-710,581,95
-710,581,95
-697,586,95
-685,586,89
-726,630,57
-751,644,76
-751,644,76
-765,633,76
-765,633,81
-776,613,86
-776,613,86
-774,592,95
-774,592,95
-775,561,93
-762,561,93
-762,558,92
-762,558,92
