x,y,z
-934,196,136
-934,196,136
-935,192,136
-935,192,139
-933,196,139
-933,196,136
-940,196,136
-940,199,137
-940,199,137
-931,189,137
-931,189,138
-925,189,138
-925,183,136
-925,183,136
-925,185,133
-925,185,133
-929,188,133
-929,188,126
-924,188,126
-924,186,123
-924,186,123
-925,187,123
-925,187,126
-936,192,130
-936,192,130
-939,199,132
-939,199,132
-939,198,139
-943,198,139
-943,196,143
-943,196,143
-947,189,143
-951,189,143
-951,194,142
-951,194,142
-955,188,139
-947,176,139
-947,176,143
-943,176,143
-943,172,140
-943,174,140
-943,174,136
-939,174,136
-939,171,130
-939,171,130
-938,172,129
-938,172,129
-942,178,126
-938,178,126
-938,181,125
-938,181,125
-938,182,127
-933,187,135
-934,188,135
-932,192,136
-932,200,131
-932,200,131
-926,202,131
-923,202,130
-923,212,136
-923,212,136
-910,252,118
-897,305,118
-897,305,138
-861,305,138
-861,392,162
-861,392,162
-883,527,162
-883,527,187
-881,691,187
-881,691,240
-985,912,328
-1024,972,181
-1024,1054,186
-1024,1054,186
-1080,1015,177
-1080,1015,29
-1159,1015,29
-1159,984,-131
-1213,752,-131
-1213,752,-102
-1129,752,-102
-1129,627,4
-1151,433,-87
-1151,433,-87
-1163,315,-87
-1163,315,-19
-835,324,-14
-835,324,-14
-689,339,-14
-689,339,-86
-502,339,-86
-502,118,-169
-502,118,-169
-547,263,-11
-487,288,-11
-487,288,-40
-386,288,-40
-386,466,-55
-446,193,-55
-446,193,291
-1259,193,291
-1259,201,802
-126,559,17
-126,559,17
-1015,513,17
-1015,513,-38
-441,1075,-682
-441,1075,-682
-497,1710,-752
-497,1710,-752
-495,2876,-1400
-808,2876,-1400
-808,1902,-246
-808,1902,-246
-503,605,343
423,605,343
423,-250,647
423,-250,647
360,366,-301
-522,672,-301
-522,672,-18
-351,672,-18
-351,-148,209
-351,-148,209
-148,-256,209
-148,-256,510
-308,-61,427
-308,-61,427
-527,64,234
-527,64,234
-398,559,205
-376,559,205
-376,1484,-13
-376,1484,-13
-330,2257,-198
-238,2257,-198
-238,2255,-296
-238,2255,-296
-123,1541,-153
-186,592,-212
-142,425,-71
-142,474,-81
-142,474,-81
-172,728,-81
-263,728,17
-263,883,43
-263,883,43
-178,1045,8
-178,1045,8
-184,1119,8
-184,1119,-18
-205,1119,-18
-205,1018,-36
-174,918,-36
-174,918,5
-225,918,5
-225,960,-17
-122,877,-32
-122,877,-32
-261,867,-32
-194,867,-24
-194,874,-46
-194,874,-46
-224,953,-46
-234,953,-21
-234,925,-3
-234,925,-3
-180,823,-173
-53,750,-173
-53,750,96
-324,750,96
-324,626,158
-215,691,158
-215,691,117
-159,691,117
-159,792,-89
-159,792,-89
-402,964,87
-402,964,87
-696,433,87
-330,433,365
-330,296,223
-330,296,223
-451,510,223
-548,510,193
-548,472,14
-548,472,14
-506,400,-109
-499,566,-109
-499,566,-110
-701,566,-110
-701,578,-32
-727,576,-32
-727,576,-80
-733,592,-80
-733,592,-94
-837,798,-38
-837,798,-38
-897,734,-38
-897,734,-33
-836,740,-119
-836,740,-119
-928,867,-87
-928,867,-87
-954,898,-105
-948,898,-105
-948,785,-78
-948,785,-78
-926,702,-78
-926,702,-74
-916,702,-74
-916,676,-49
-881,680,-26
-881,680,-26
-904,636,-26
-904,636,35
-936,530,75
-936,530,75
-885,527,75
-885,527,45
-902,520,-16
-902,520,-16
-1027,462,-60
-1027,462,-60
-954,385,-72
-925,385,-72
-925,395,-54
-925,395,-54
-889,459,-35
-913,459,-35
-913,427,-26
-913,427,-26
-908,380,-39
-916,376,-39
-916,376,-53
-924,376,-53
-924,381,-75
-911,402,-75
-911,402,-83
-893,402,-83
-893,399,-63
-893,399,-63
-899,376,-47
-899,376,-47
-904,363,-45
-901,363,-45
-901,368,-52
-901,368,-52
-912,349,-34
-908,349,-34
-908,327,-13
-918,327,-13
-918,321,-6
-900,310,-6
-900,310,-7
-906,310,-7
-906,293,4
-923,263,4
-923,263,20
-938,257,20
-933,257,16
-933,251,21
-933,251,21
-918,233,21
-922,233,38
-922,232,46
-922,232,46
-922,225,33
-922,225,33
-920,234,33
-920,234,38
-923,234,38
-923,245,13
-932,209,13
-932,209,11
-932,209,11
-932,200,3
-942,215,16
