x,y,z
-887,56,-346
-887,56,-346
-901,55,-346
-901,55,-327
-918,55,-327
-918,57,-327
-918,57,-327
-918,77,-325
-918,77,-325
-907,91,-325
-907,91,-342
-897,91,-342
-897,65,-345
-897,65,-345
-903,69,-326
-903,69,-326
-908,69,-326
-908,69,-329
-903,69,-329
-903,65,-330
-894,79,-327
-894,79,-327
-893,81,-327
-893,81,-328
-889,81,-328
-889,71,-325
-889,71,-325
-882,63,-328
-883,53,-328
-883,53,-331
-884,53,-331
-916,209,-352
-916,260,-356
-916,260,-356
-950,256,-311
-1004,302,-311
-1004,302,-301
-1006,302,-301
-1006,416,-320
-984,496,-320
-984,496,-392
-992,497,-392
-992,497,-405
-1005,519,-386
-1005,519,-386
-992,555,-386
-992,555,-382
-1007,577,-390
-970,577,-390
-970,613,-475
-970,613,-475
-960,673,-475
-960,673,-455
-930,673,-455
-930,759,-588
-911,757,-595
-911,757,-595
-864,706,-595
-864,706,-537
-838,642,-342
-838,642,-342
-809,477,-211
-809,477,-211
-620,424,-283
-587,424,-283
-587,424,-234
-587,424,-234
-586,320,-204
-498,366,-204
-471,404,-276
-480,393,-448
-480,393,-448
-467,564,-448
-521,564,-434
-521,668,-593
-521,668,-593
-1084,-67,1341
-1084,-67,1341
-1807,-1148,1341
-1807,-1148,-602
-295,-1148,-602
-295,2558,-15
-338,1216,-15
-338,1216,-858
-566,646,-858
-566,646,-677
-588,618,-417
-588,618,-417
-617,1160,-417
-328,1160,-667
-328,691,-428
-328,691,-428
-306,671,-305
-244,640,-305
-244,640,-186
-193,640,-186
-193,518,-130
-162,448,19
-162,448,19
-148,440,19
-148,440,-137
-359,938,-310
-359,938,-310
-682,1216,-633
-682,1216,-633
-479,896,-906
-217,896,-906
-217,603,-412
-217,603,-412
-212,600,-34
-212,600,-34
-420,828,-34
-420,828,-139
-401,1018,-563
-401,1018,-563
-334,904,-563
-334,904,-664
-411,773,-392
-439,773,-392
-439,810,-251
-358,772,-293
-376,772,-293
-376,723,-255
-350,755,-233
-300,779,-233
-300,779,-354
-262,779,-354
-262,770,-291
-359,693,-222
-359,693,-222
-425,648,-222
-390,648,-216
-390,727,-224
-390,727,-224
-373,950,-295
-644,804,-295
-644,804,-321
-500,804,-321
-500,455,-515
-500,455,-515
-400,1008,28
-400,1008,28
-685,714,28
-571,714,-129
-571,492,-62
-571,492,-62
-429,162,-215
-429,162,-196
-492,162,-196
-492,143,-150
-532,182,-150
-532,182,-90
-650,182,-90
-650,147,-60
-729,50,-47
-729,50,-47
-767,75,-47
-767,75,-163
-864,-11,-241
-864,-11,-241
-1035,-99,-359
-1035,-99,-359
-1209,-56,-419
-1289,-56,-419
-1289,112,-378
-1289,112,-378
-1391,195,-374
-1391,195,-374
-1476,120,-374
-1476,120,-402
-1511,34,-388
-1511,34,-388
-1485,82,-417
-1485,82,-417
-1385,154,-452
-1277,154,-452
-1277,275,-465
-1277,275,-465
-1182,325,-441
-1149,305,-441
-1149,305,-389
-1085,305,-389
-1085,261,-355
-1085,135,-355
-1085,135,-321
-1074,59,-321
-1063,59,-289
-1063,16,-253
-1063,16,-253
-1038,-21,-253
-1016,-21,-235
-1016,-52,-256
-1016,-52,-256
-963,-45,-306
-902,-24,-306
-902,-24,-365
-861,-24,-365
-861,13,-403
-861,13,-403
-816,23,-446
-816,23,-446
-821,40,-446
-864,40,-449
-864,51,-409
-864,51,-409
-917,47,-385
-920,75,-385
-920,75,-390
-940,75,-390
-940,91,-395
-917,53,-402
-917,53,-402
-923,33,-402
-923,33,-393
-927,38,-400
-927,38,-400
-902,17,-400
-886,2,-374
-896,2,-374
-888,-38,-367
-904,-49,-367
-904,-49,-374
-887,-70,-381
-887,-78,-381
-887,-78,-377
-858,-78,-377
-858,-81,-391
-858,-81,-391
-846,-63,-394
-846,-63,-394
-847,-57,-402
-846,-57,-402
-846,-49,-410
-846,-49,-410
-848,-29,-412
-860,-31,-412
-860,-31,-420
-855,-31,-420
-855,-16,-436
-831,-7,-418
-831,-7,-418
-841,-1,-418
-855,-1,-402
-855,-5,-398
-855,-5,-398
-866,0,-381
-861,0,-381
-861,0,-372
-854,0,-372
-854,16,-365
-861,24,-365
-861,24,-373
-860,41,-373
-860,41,-386
-871,41,-386
-871,44,-406
-871,44,-406
-878,50,-406
-879,50,-411
-879,61,-410
-888,61,-410
-888,69,-411
-886,66,-411
-886,66,-405
-895,66,-405
-895,72,-390
-909,72,-378
-909,72,-378
-912,68,-374
-912,68,-374
-908,69,-382
-913,58,-391
-911,58,-391
-911,43,-391
-911,43,-391
-913,36,-381
-925,27,-381
-925,27,-376
-914,27,-376
-914,25,-372
-910,29,-367
-910,29,-367
-910,24,-367
-910,24,-365
-906,24,-365
-906,17,-376
-906,17,-376
-882,13,-381
-878,-4,-381
-878,-4,-383
-875,-4,-383
-875,-23,-385
-879,-50,-385
-879,-50,-389
-892,-50,-389
-892,-72,-398
-878,-83,-398
-878,-83,-398
-864,-77,-398
-839,-77,-390
-839,-72,-382
-839,-72,-382
-820,-48,-387
-811,-27,-387
-811,-27,-387
-814,-27,-387
-814,-11,-388
-825,-5,-384
-825,-5,-384
-836,2,-384
-836,2,-387
-846,16,-395
-846,16,-395
-853,32,-405
-853,32,-405
-866,48,-405
-866,48,-408
-885,48,-408
-885,69,-412
-898,85,-412
-898,85,-418
-901,91,-418
-901,91,-417
-899,86,-414
-899,86,-414
-902,54,-414
-902,54,-406
-904,32,-392
-904,32,-392
-896,19,-381
-896,19,-381
-889,7,-377
-892,7,-377
-892,-22,-373
-892,-22,-373
-888,-30,-365
-889,-36,-365
-889,-36,-356
-878,-36,-356
-878,-31,-347
-871,-12,-343
-871,-12,-343
-858,13,-343
-858,13,-340
-858,23,-334
-858,23,-334
-878,30,-333
-878,30,-333
-899,30,-333
-899,30,-352
-910,30,-352
-910,39,-382
-905,33,-382
-905,33,-413
-891,44,-413
-877,44,-425
-877,63,-420
-877,63,-420
-859,80,-420
-855,80,-402
-855,84,-399
-876,84,-399
-876,53,-404
-889,23,-404
-889,23,-416
-880,-11,-440
-880,-11,-440
-864,-14,-440
-864,-14,-434
-862,-3,-410
-862,-3,-410
-872,8,-376
-872,8,-376
-872,34,-376
-872,34,-356
-865,34,-356
-865,57,-346
-851,79,-325
-851,79,-325
-849,91,-325
-849,91,-319
-876,80,-334
-876,80,-334
-917,56,-366
-935,38,-398
-920,31,-440
-876,52,-423
-863,48,-388
-863,48,-388
-866,42,-388
-870,42,-361
-870,8,-346
-870,8,-346
-867,-6,-344
-863,-13,-344
-863,-13,-346
-871,-13,-346
-871,-9,-358
-871,-9,-358
-866,-5,-358
-866,-5,-374
-865,-5,-374
-871,7,-392
