x,y,z
-901,-16,-337
-903,-16,-337
-903,-21,-337
-903,-21,-337
-909,-24,-341
-909,-24,-341
-912,-29,-341
-912,-29,-342
-912,-29,-342
-912,-32,-330
-905,-19,-322
-905,-19,-322
-897,-14,-307
-897,-13,-287
-897,-13,-287
-908,-18,-283
-913,-25,-283
-913,-25,-277
-927,-3,-273
-927,-3,-273
-930,15,-273
-927,5,-279
-927,5,-279
-925,6,-279
-925,6,-279
-925,9,-276
-923,9,-276
-923,18,-277
-923,18,-277
-927,38,-277
-927,38,-283
-939,38,-283
-939,66,-303
-941,106,-317
-941,106,-317
-931,116,-317
-931,116,-338
-943,148,-306
-943,148,-306
-977,221,-280
-977,221,-280
-978,211,-316
-939,211,-316
-939,174,-336
-939,174,-336
-917,228,-278
-971,325,-278
-971,325,-299
-961,325,-299
-961,327,-287
-1003,397,-288
-1003,397,-288
-1053,447,-288
-1088,447,-343
-1088,429,-415
-1088,429,-415
-1067,462,-489
-1069,553,-489
-1069,553,-396
-1027,553,-396
-1027,625,-356
-1027,625,-356
-992,616,-356
-992,616,-257
-996,616,-257
-996,523,-88
-919,564,-166
-919,564,-166
-785,507,-166
-747,507,-246
-747,339,-153
-747,339,-153
-716,393,-58
-730,530,-58
-730,530,95
-660,530,95
-660,517,126
-576,177,111
-576,177,111
-635,24,111
-635,24,306
-720,88,395
-720,88,395
-874,334,679
-949,334,679
-949,370,214
-949,370,214
-779,258,-355
-779,258,-355
-1018,651,-355
-1018,651,46
-661,-470,-755
-661,-470,-755
-108,235,-755
-108,235,-504
-907,2225,-976
-907,2225,-976
-3060,-280,2905
-3060,-280,2905
-1092,1057,-1854
-755,1057,-1854
-755,960,-1231
-755,960,-1231
-114,915,-2060
-2370,-1118,-2060
-2370,-1118,88
-742,-1118,88
-742,2083,-967
-1602,1443,-1923
-1602,1443,-1923
-1189,1626,-766
-1189,1607,-470
-1189,1607,-470
-74,243,-121
-101,402,-121
-101,402,404
449,402,404
449,679,687
449,679,687
1511,-1070,1113
1511,-1070,1113
1077,-1371,1113
649,-1371,1105
649,-1218,1131
649,-1218,1131
482,-812,429
217,1809,429
217,1809,-1264
-509,1809,-1264
-509,1430,-1853
-3493,3923,-1853
-3493,3923,-2393
-1388,3923,-2393
-1388,1809,-2590
-1315,4,-1794
-1315,4,-1794
-1115,200,-1794
-1115,200,-841
-291,87,-490
-291,87,-490
20,226,241
351,538,1202
658,538,1202
658,-147,1148
771,-460,650
169,610,650
169,610,-35
115,610,-35
115,865,-693
115,865,-693
-564,1000,-949
-564,1000,-949
-2427,2418,-1332
-1930,2418,-1332
-1930,1542,-1758
-1930,1542,-1758
-1186,605,-1274
-1162,524,-1274
-1162,524,-656
-386,524,-656
-386,475,-224
-12,690,-224
-12,690,193
181,477,193
757,477,450
757,-169,501
757,-169,501
699,-416,501
206,-416,541
206,228,264
-262,228,264
-262,977,-445
-1121,1484,-445
-1121,1484,-886
-1627,1484,-886
-1627,1790,-726
-1627,1790,-726
-1182,995,-722
-1182,995,-722
-1002,492,-722
-752,492,-789
-752,515,-547
-752,515,-547
-723,505,-322
-468,569,-322
-468,569,-218
-605,569,-218
-605,742,-235
-450,555,-316
-450,555,-316
-499,517,-316
-499,517,-365
-589,584,-402
-589,584,-402
-803,691,-3
-803,691,-3
-568,545,-208
-793,545,-208
-793,636,-342
-793,636,-342
-740,323,-387
-827,506,-387
-827,506,-308
-741,506,-308
-741,299,-135
-756,155,-135
-756,155,-13
-722,155,-13
-722,233,-150
-722,233,-150
-714,202,-150
-714,202,-150
-676,-10,-264
-757,-147,-264
-757,-147,-304
-806,-147,-304
-806,-217,-384
-931,-144,-451
-931,-144,-451
-1016,-126,-451
-1047,-126,-573
-1047,-145,-665
-1047,-145,-665
-1108,-68,-731
-1217,-77,-731
-1217,-77,-752
-1281,-77,-752
-1281,-21,-773
-1339,10,-847
-1339,10,-847
-1351,213,-847
-1351,213,-802
-1291,213,-815
-1291,213,-815
-1200,282,-801
-1200,282,-801
-1135,313,-801
-1135,313,-718
-1054,313,-718
-1054,205,-621
-980,156,-621
-980,156,-548
-953,156,-548
-953,120,-465
-934,126,-362
-934,126,-362
-914,112,-362
-914,112,-295
-894,92,-280
-894,92,-280
-943,16,-289
-943,16,-289
-962,-30,-302
-977,-30,-302
-977,22,-306
-977,22,-306
-926,179,-289
-896,233,-289
-896,233,-282
-890,233,-282
-890,189,-296
-923,172,-260
-923,172,-260
-986,114,-260
-986,114,-243
-962,114,-243
-962,96,-273
-962,96,-273
-981,77,-359
-938,62,-359
-938,62,-431
-906,62,-431
-906,16,-476
-909,-63,-476
-909,-63,-475
