x,y,z
-931,213,91
-931,213,91
-923,221,95
-923,221,95
-932,228,95
-932,228,86
-930,228,86
-930,221,80
-930,221,80
-931,224,76
-931,224,76
-947,217,76
-947,217,63
-940,217,63
-940,214,76
-940,214,76
-939,210,76
-939,210,86
-938,210,86
-938,213,96
-938,213,96
-926,217,99
-926,217,99
-914,224,96
-919,224,96
-919,234,83
-919,234,83
-944,232,74
-927,232,74
-927,223,80
-927,223,80
-928,224,87
-921,220,87
-921,220,96
-918,220,96
-918,224,106
-918,224,106
-908,237,106
-908,237,136
-905,252,149
-905,252,149
-905,256,149
-905,256,149
-895,233,200
-911,233,200
-911,299,313
-911,299,313
-945,220,327
-947,220,327
-947,399,290
-947,399,290
-993,547,299
-1009,527,299
-1009,527,325
-946,527,325
-946,523,284
-935,539,284
-935,539,266
-950,539,266
-950,556,253
-963,546,203
-963,546,203
-946,572,203
-930,572,125
-930,657,47
-930,657,47
-859,687,47
-859,687,1
-811,687,1
-811,736,-6
-811,736,-6
-788,748,-7
-752,672,-7
-752,672,11
-684,672,11
-684,609,49
-647,634,49
-647,634,-6
-637,635,-6
-637,635,35
-613,568,77
-613,568,77
-593,500,77
-591,500,104
-591,527,94
-591,527,94
-585,585,120
-590,544,120
-590,544,96
-603,544,96
-603,573,101
-630,612,101
-630,612,121
-1108,612,121
-1108,-322,871
-1046,-235,504
-1046,-235,504
-466,850,504
-466,850,4
-875,850,4
-875,867,402
-875,867,402
-850,919,402
-1079,919,966
-1079,279,801
-1079,279,801
-990,1428,724
-1016,1511,724
-1016,1511,796
-1047,1511,796
-1047,877,823
-1080,1193,823
-1080,1193,888
-629,1193,888
-629,771,860
-373,525,526
-373,525,526
-25,23,526
-25,23,44
228,-691,-448
228,-691,-448
376,-474,-448
376,-474,-623
242,6,-604
242,6,-604
-129,-505,-922
-129,-505,-922
-125,-682,-922
-125,-682,-765
-36,-682,-765
-36,-297,499
-20,764,1201
-20,764,1201
-1398,2345,1201
-1398,2345,1855
-1570,2597,1637
-1570,2597,1637
-1064,2510,1637
-1064,2510,1439
-571,1218,806
