x,y,z
-867,76,498
-864,76,498
-864,74,495
-864,74,495
-870,82,491
-870,82,491
-879,78,491
-879,78,500
-876,78,500
-876,72,495
-876,72,495
-877,76,495
-877,76,492
-878,75,492
-878,75,495
-883,75,495
-883,77,493
-883,77,493
-880,73,493
-880,73,493
-878,73,493
-878,67,496
-877,67,496
-877,65,496
-871,59,496
-871,59,494
-872,59,494
-872,62,494
-871,60,500
-871,60,500
-877,62,500
-872,62,498
-872,64,497
-872,64,497
-878,63,496
-873,68,496
-873,68,501
-874,68,501
-874,70,499
-867,67,501
-867,67,501
-870,70,501
-870,70,500
-870,74,503
-870,74,503
-874,77,505
-874,77,505
-870,71,505
-870,71,496
-869,71,496
-869,73,497
-872,80,496
-872,80,496
-873,85,496
-873,85,499
-870,87,495
-870,87,495
-871,88,496
-871,88,496
-867,91,500
-874,91,500
-874,104,510
-874,104,510
-893,136,559
-890,143,530
-890,143,530
-876,165,530
-872,165,531
-872,212,566
-872,212,566
-858,253,579
-847,250,579
-847,250,588
-835,250,588
-835,277,572
-835,277,572
-842,314,586
-842,314,586
-830,368,586
-824,368,624
-824,403,631
-824,403,631
-762,470,641
-762,470,613
-727,470,613
-727,494,601
-700,537,601
-700,537,602
-662,598,602
-662,598,584
-631,609,556
-631,609,556
-613,632,556
-613,632,527
-561,684,504
-519,684,504
-519,728,458
-519,728,458
-473,726,418
-437,726,418
-437,717,361
-396,717,361
-396,715,327
-396,715,327
-389,764,327
-389,764,284
-370,794,235
-370,794,235
-332,778,208
-332,778,208
-307,787,198
-311,787,198
-311,794,199
-309,784,185
-319,721,185
-319,721,155
-335,721,155
-335,639,187
-363,603,161
-363,603,161
-348,616,161
-434,616,189
-434,627,228
-434,627,228
-487,636,217
-487,636,97
-517,636,97
-517,854,127
-499,1037,227
-499,1037,227
-701,611,227
-701,611,925
-2030,611,925
-2030,349,101
-2030,349,101
6,64,-215
-676,1703,-215
-676,1703,237
-606,1703,237
-606,696,33
-1545,1105,33
-1545,1105,-168
-822,2124,283
-822,2124,283
-943,2036,512
-943,2036,512
-228,1766,-109
491,1766,-109
491,1117,-414
491,1117,-414
330,-266,96
-184,-1475,96
-184,-1475,244
-658,-1475,244
-658,-2674,637
-713,-2520,637
-713,-2520,351
428,1311,-726
428,3698,-260
428,3698,-260
-3500,3118,-260
-3500,3118,562
-1378,3118,562
-1378,640,-655
2640,640,-655
2640,1102,-421
-502,795,-421
-502,795,-198
-1621,795,-198
-1621,813,87
-93,638,-523
-93,638,-523
-452,801,-523
-177,697,-89
-177,697,-40
-329,697,-40
-329,884,-111
-258,926,-246
-258,926,-246
-235,951,-246
-235,951,-193
-470,951,-73
-470,951,-73
-101,966,-112
