x,y,z
-930,203,418
-930,203,418
-929,198,422
-929,198,422
-923,202,422
-923,202,419
-923,202,419
-923,216,423
-923,216,423
-909,222,417
-909,222,417
-893,229,417
-893,229,412
-885,229,412
-885,234,407
-885,234,407
-883,239,410
-883,239,410
-876,252,410
-877,252,404
-877,259,398
-877,259,398
-879,262,403
-881,268,403
-881,268,400
-878,268,400
-878,276,408
-876,277,410
-876,277,410
-876,287,410
-876,287,408
-876,296,428
-876,296,428
-875,297,444
-875,297,444
-880,318,444
-880,318,451
-892,318,451
-892,366,483
-881,535,483
-881,535,462
-880,648,462
-880,648,481
-855,703,483
-855,703,483
-778,689,483
-778,689,465
-697,691,438
-657,691,438
-657,724,417
-657,724,417
-619,748,409
-608,748,409
-608,738,381
-588,738,381
-588,729,361
-570,689,361
-570,689,342
-552,690,342
-536,690,313
-536,688,288
-536,688,288
-516,706,288
-491,706,279
-491,712,285
-463,712,285
-463,696,284
-463,696,284
-387,709,284
-387,709,278
-368,709,278
-368,750,277
-339,717,254
-339,717,254
-277,736,254
-182,736,278
-182,713,302
-182,713,302
-171,747,325
-230,762,325
-270,768,347
-270,768,347
-248,733,347
-273,730,353
-273,730,353
-282,705,333
-282,705,333
-264,730,342
-216,730,342
-216,680,346
-214,680,346
-214,723,303
-214,723,303
-244,809,303
-244,809,277
-246,703,344
-246,703,344
-280,762,333
-280,762,333
-319,882,143
-457,882,143
-457,-40,-181
-457,-40,-181
-1386,-411,1424
-2136,1156,1424
-2136,1156,-715
2338,1156,-715
2338,602,142
-848,1611,-14
-848,1611,-14
-1121,1989,-14
-1399,1989,-350
-1399,1581,-224
-1399,1581,-224
-385,2113,-1
-531,2259,-1
-531,2259,308
-8,2259,308
-8,1104,150
204,300,-351
204,300,-351
385,-203,-351
385,-203,-233
5,-203,-233
5,-1134,370
5,-1134,370
-84,-1557,296
122,-1098,296
122,-1098,-460
-328,-1098,-460
-328,693,-1083
-1155,2253,-454
-1679,3654,193
-1679,3654,193
-204,2132,296
-877,-311,-587
868,-311,-587
868,-349,-473
868,-349,-473
-824,-478,-131
-177,862,-131
-177,862,-260
221,862,-260
221,1829,-24
-208,1562,-24
-208,1562,57
50,781,57
-37,781,-318
-37,688,-255
-37,688,-255
-188,728,-255
-188,728,-35
-205,728,-35
-205,921,-56
-247,921,-56
-247,999,-310
-287,1012,-310
-287,1012,-290
-179,1012,-290
-179,829,-239
-90,912,-207
-90,912,-207
-100,997,-207
-99,997,-136
-99,957,-39
-99,957,-39
-183,886,-40
-171,906,-40
-171,906,-153
-170,906,-153
-170,888,-190
-163,866,-180
-163,866,-180
-156,909,-180
-156,909,-162
-167,929,-158
-167,929,-158
-159,905,-144
-159,905,-144
-143,889,-144
-143,889,-153
-172,889,-153
-172,879,-101
-148,899,-97
-148,899,-97
-129,939,-97
-129,939,-99
-160,922,-64
-160,922,-64
-182,911,-51
-182,911,-51
-196,891,-42
-194,891,-42
-194,909,-35
-194,909,-35
-224,913,-46
-270,988,-46
-270,988,-22
-342,988,-22
-342,878,126
-336,739,81
-336,739,81
-198,994,81
-364,994,26
-364,1072,-34
-364,1072,-34
-199,812,168
-229,896,168
-229,896,267
-173,896,267
-173,942,320
-173,942,320
-168,779,320
-168,779,379
-205,798,379
-225,798,458
-225,857,591
-225,857,591
-243,877,591
-263,877,657
-263,888,661
-239,888,661
-239,871,653
-222,651,653
-222,651,687
-254,651,687
-254,491,684
-278,512,636
-278,512,636
-309,594,636
-309,594,570
-286,602,528
-239,539,565
-197,539,565
-197,470,647
-198,546,659
-166,561,659
-166,561,687
-161,561,687
-161,493,729
-161,493,729
-177,352,784
-177,352,784
-190,272,798
-174,272,798
-174,325,816
-174,325,816
-216,421,805
-193,388,805
-193,388,827
-200,388,827
-200,330,849
-217,295,860
-217,295,860
-230,241,860
-251,241,862
-251,273,881
-251,273,881
-300,344,862
-326,365,862
-326,365,843
-318,365,843
-318,210,898
-335,153,921
-335,153,921
-387,280,921
-387,280,871
-405,258,853
-405,258,853
-439,291,877
-439,291,877
-478,384,877
-478,384,887
-514,264,890
-514,264,887
-514,334,887
-514,334,892
-578,469,897
-578,469,897
-569,404,897
-569,404,904
-583,395,903
-599,395,903
-599,420,899
-599,420,899
-620,489,899
-652,515,899
-652,515,936
-660,515,936
-660,502,935
-643,527,935
-643,527,892
-625,533,892
-616,533,863
-616,513,849
-616,513,849
-585,508,849
-585,508,828
-570,508,828
-570,460,813
-564,460,813
-564,445,787
-549,435,787
-549,435,745
-557,435,745
-557,479,728
-549,470,722
-536,446,704
-536,410,714
-536,410,714
-527,425,699
-523,466,699
-523,466,682
-514,466,682
-514,505,660
-507,514,650
-507,514,650
-481,471,650
-481,471,625
-467,522,594
-467,522,594
-459,549,579
-459,549,579
-444,538,574
-418,538,574
-418,570,565
-418,570,565
-405,583,556
-405,583,556
-393,617,556
-393,617,547
-364,643,547
-364,643,547
-339,655,558
-339,655,558
-326,678,551
-326,678,551
-326,709,533
-326,709,533
-323,726,530
-335,726,530
-335,726,539
-346,726,539
-346,749,546
-349,765,552
-349,765,552
-347,789,552
-342,789,552
-342,790,566
-342,790,566
-334,783,571
-320,790,571
-320,790,564
-309,790,564
-309,784,565
-295,792,565
-295,792,562
-274,792,562
-274,792,553
-242,769,551
-242,769,542
-236,769,542
-236,754,514
-241,745,514
-241,745,467
-250,791,467
-250,791,525
-267,712,523
-252,712,523
-252,729,489
-252,729,489
-212,745,513
-181,724,513
-181,724,552
-185,724,552
-185,715,565
-201,715,565
-201,715,583
-241,728,578
-268,728,578
-268,755,563
-268,755,563
-268,767,579
-250,776,609
-223,741,602
-223,742,590
-223,742,590
-203,724,581
-186,741,581
-186,741,576
-170,741,576
-164,763,576
-164,763,577
-170,776,577
-172,762,609
