x,y,z
-919,-171,-246
-918,-187,-246
-918,-187,-253
-918,-187,-253
-918,-186,-254
-918,-186,-254
-917,-177,-258
-917,-177,-258
-912,-165,-258
-912,-165,-262
-909,-165,-262
-909,-160,-269
-909,-160,-269
-908,-152,-269
-908,-152,-269
-901,-152,-269
-901,-158,-279
-901,-158,-279
-903,-166,-274
-903,-166,-274
-905,-153,-274
-905,-153,-276
-906,-153,-276
-906,-167,-272
-905,-179,-272
-905,-179,-268
-903,-179,-268
-903,-185,-263
-907,-185,-259
-907,-185,-259
-895,-174,-259
-887,-174,-268
-887,-178,-251
-887,-178,-251
-894,-154,-246
-894,-154,-246
-911,-155,-246
-911,-155,-264
-917,-155,-264
-917,-157,-291
-906,-166,-291
-906,-166,-296
-894,-166,-296
-894,-173,-265
-908,-149,-248
-908,-149,-248
-920,-148,-248
-929,-148,-264
-929,-122,-293
-929,-122,-293
-944,-20,-293
-979,-20,-286
-979,226,-358
-979,226,-358
-1035,263,-465
-1054,243,-465
-1054,243,-594
-1035,243,-594
-1035,249,-597
-1040,260,-597
-1040,260,-597
-1032,260,-597
-1032,259,-631
-1027,250,-656
-1027,250,-656
-1038,268,-656
-1038,268,-665
-1001,268,-665
-1001,290,-658
-1001,290,-658
-901,295,-658
-925,295,-676
-925,309,-622
-925,309,-622
-878,268,-612
-865,199,-612
-865,199,-589
-838,199,-589
-838,159,-575
-839,199,-575
-839,199,-439
-856,199,-439
-856,220,-422
-802,239,-414
-802,239,-414
-821,328,-414
-821,328,-349
-834,422,-405
-834,422,-405
-784,497,-405
-784,497,-317
-799,517,-244
-799,517,-244
-852,504,-293
-852,504,-293
-815,540,-284
-845,540,-284
-845,530,-224
-845,530,-224
-840,482,-188
-840,482,-188
-702,482,-188
-702,390,-160
-618,251,-104
-618,251,-104
-672,91,-104
-672,91,-75
-730,-91,-80
-730,-91,-80
-787,-23,-160
-787,-23,-160
-908,247,-263
-1193,247,-263
-1193,111,-660
-1193,111,-660
-1002,-888,-1018
-2295,-888,-1018
-2295,2789,1180
-2295,2789,1180
-547,740,-443
-681,1280,-443
-681,1280,-985
-203,1280,-985
-203,2307,-969
-1513,1570,-969
-1513,1570,-954
-1252,1570,-954
-1252,700,-1042
-1401,443,-748
-1401,443,-748
-747,-127,-748
-747,-127,-753
900,-127,-753
900,-1002,343
900,-1002,343
1513,-2142,876
1941,-2142,876
1941,-2248,1011
1941,-2248,1011
-80,628,1083
-816,1049,1083
-816,1049,-727
-2257,1049,-727
-2257,1483,-3128
-3121,1794,-3128
-3121,1794,-3032
-2522,1794,-3032
-2522,1832,-1904
-313,575,-1148
-313,575,-1148
848,7,-1148
592,7,174
592,731,849
592,731,849
286,-627,1106
265,-1204,1106
265,-1204,311
-347,-1204,311
-347,-923,-371
-347,-923,-371
-1100,-313,-371
-1100,-313,-826
-1574,-313,-826
-1574,876,-2158
-1836,1862,-2041
-1836,1862,-2041
-1553,2170,-2041
-572,2170,-1631
-572,1193,-752
-572,1193,-752
44,79,-752
258,79,-9
258,-472,698
258,-472,698
174,-1384,407
-18,-1047,407
-18,-1047,-197
-680,-1047,-197
-680,-329,-635
-1218,625,-635
-1218,625,-1211
-1465,625,-1211
-1465,1095,-1568
-1277,1091,-1410
-1277,1091,-1410
-870,950,-1410
-870,950,-1093
-503,586,-741
-503,586,-741
-280,230,-741
-280,230,-539
-273,230,-539
-273,135,-466
-273,135,-466
-335,158,-451
-353,217,-451
-353,217,-416
-572,217,-416
-572,369,-517
-594,393,-517
-594,393,-673
-635,393,-673
-635,358,-728
-626,326,-693
-626,326,-693
-659,307,-693
-659,307,-706
-604,345,-787
-604,345,-787
-500,339,-787
-500,339,-811
-676,468,-1064
-676,468,-1064
-756,533,-726
-756,533,-726
-576,675,-10
-1099,675,-10
-1099,-442,81
-1099,-442,81
-479,376,-316
-726,144,-316
-726,144,-129
-662,144,-129
-662,-149,60
-662,-149,60
-589,-120,60
-589,-120,117
-746,24,156
-746,24,156
-808,9,136
-808,9,136
-787,-31,50
-862,-31,50
-862,-118,-173
-862,-118,-173
-1022,-160,-278
-1002,-160,-278
-1002,-125,-332
-1002,-125,-332
-1096,-118,-354
-1144,-148,-354
-1144,-148,-420
-1265,-148,-420
-1265,-110,-501
-1431,3,-501
-1431,3,-595
-1450,3,-595
-1450,130,-663
-1415,182,-666
-1415,182,-666
-1417,168,-666
-1417,168,-684
-1369,168,-684
-1369,267,-685
-1369,267,-685
-1335,180,-667
-1230,180,-667
-1230,52,-555
-1121,52,-555
-1121,-52,-456
-1072,-93,-456
-1072,-93,-389
-1029,-93,-389
-1029,-60,-363
-980,-13,-343
-980,-13,-343
-960,11,-343
-933,11,-337
-933,34,-309
-933,34,-309
-917,8,-309
-926,8,-276
-926,-59,-219
-926,-59,-219
-943,-77,-206
-946,-95,-206
-946,-95,-238
-908,-95,-238
-908,-135,-260
-864,-198,-260
-864,-198,-240
-838,-198,-240
-838,-204,-248
-838,-204,-248
-866,-180,-227
-866,-180,-227
-901,-125,-227
-934,-125,-204
-934,0,-218
-934,0,-218
-942,86,-218
-1010,86,-238
-1010,-93,-258
-1010,-93,-258
-1055,-446,-304
-938,-428,-304
-938,-428,-381
-897,-428,-381
-897,-136,-386
-908,-39,-386
-908,-39,-270
-979,-39,-270
-979,-49,-195
-1005,83,-189
-1005,83,-189
-1014,158,-189
-1014,158,-219
-1026,0,-230
-1026,0,-230
-947,-241,-217
-888,-271,-234
-896,-271,-234
-896,-79,-255
-896,-79,-255
-929,-153,-255
-929,-153,-209
-909,-153,-209
-909,-203,-198
-902,-128,-235
-902,-128,-235
-929,-22,-235
-929,-22,-240
-929,-34,-230
-929,-34,-230
-934,-115,-230
-934,-115,-196
-903,-137,-213
-903,-137,-213
-889,-109,-238
-889,-109,-238
-901,-84,-238
-900,-84,-238
-900,-77,-245
-900,-77,-245
-933,-64,-263
-929,-64,-263
-929,-50,-289
-929,-50,-289
-933,-37,-305
-922,-57,-305
-922,-57,-287
-914,-57,-287
-914,-111,-255
-914,-111,-255
-923,-165,-255
-923,-165,-238
-889,-151,-258
-889,-151,-258
-898,-144,-257
-898,-144,-257
-930,-60,-272
-948,-60,-272
-948,-44,-261
-948,-44,-261
-930,-106,-254
-905,-130,-254
-905,-130,-261
-908,-130,-261
-908,-153,-233
-929,-165,-233
-929,-165,-213
-942,-165,-213
-942,-148,-219
-941,-99,-224
-941,-99,-224
-936,-149,-224
-950,-149,-200
-950,-133,-185
-950,-133,-185
-940,-97,-185
-930,-97,-204
-930,-169,-204
-930,-169,-204
-898,-171,-245
-898,-171,-245
-898,-153,-245
-898,-153,-242
-926,-153,-242
-926,-140,-228
-919,-117,-228
-919,-117,-247
-933,-117,-247
-933,-79,-255
-929,-102,-272
-929,-102,-272
-900,-135,-286
-900,-135,-285
-900,-135,-285
-929,-115,-273
-944,-126,-273
-944,-126,-258
-922,-126,-258
-922,-129,-258
-915,-102,-258
-915,-102,-241
-915,-102,-241
-915,-95,-240
-918,-97,-241
-918,-97,-241
-922,-121,-241
-932,-131,-225
-933,-116,-231
-909,-124,-216
-909,-124,-231
-912,-124,-231
-912,-106,-250
-906,-106,-258
-906,-106,-258
-920,-112,-258
-920,-112,-252
-930,-108,-258
-930,-108,-258
-926,-117,-258
-926,-117,-257
-925,-110,-256
